Variable	Commentaire	Date de départ	Heure de départ	Valeur
S7:[CPU_IMPORT_EXPORT]QB1:4	Sortir le stoppeur intermédiaire (axe X )	25/05/2021	11:11:57,212	VRAI
S7:[CPU_IMPORT_EXPORT]IB2:2	Stoppeur intermédiaire rentrée	25/05/2021	11:11:57,334	FAUX
S7:[CPU_IMPORT_EXPORT]IB2:1	Stoppeur intermédiaire sortie	25/05/2021	11:11:57,457	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:3	Mvt vers les glissières  (axe X)	25/05/2021	11:11:57,457	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:2	Pince en position convoyeur d'approvisionnement sur l'axe X.	25/05/2021	11:11:57,549	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:4	Pince en position glissière intermédiaire sur l'axe X.	25/05/2021	11:11:58,541	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:3	Mvt vers les glissières  (axe X)	25/05/2021	11:11:58,541	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:11:58,541	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:58,663	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:58,787	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:11:58,909	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:11:58,998	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:11:59,126	FAUX
z_haut_z_bas		25/05/2021	11:11:59,126	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:5	Glissière intermédiaire pleine	25/05/2021	11:11:59,807	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:12:00,418	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:12:00,418	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:12:00,418	FAUX
z_haut_z_bas		25/05/2021	11:12:00,418	FAUX
OUVRIR_ouvert		25/05/2021	11:12:00,418	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:0	Pince fermée.	25/05/2021	11:12:00,626	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:1	Pince ouverte.	25/05/2021	11:12:00,626	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:0	Ouvrir la pince	25/05/2021	11:12:00,626	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:12:00,626	VRAI
OUVRIR_ouvert		25/05/2021	11:12:00,626	FAUX
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:12:00,733	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:12:00,825	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:12:00,945	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:12:01,071	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:0	Pince en position basse sur l'axe Z	25/05/2021	11:12:01,194	FAUX
z_bas_z_haut		25/05/2021	11:12:01,194	VRAI
S7:[CPU_IMPORT_EXPORT]IB0:7	Pince en position haute sur l'axe Z	25/05/2021	11:12:02,547	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:12:02,547	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:2	Sortir la butée de la glissière intermédiaire	25/05/2021	11:12:02,547	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:4	Sortir le stoppeur intermédiaire (axe X )	25/05/2021	11:12:02,547	FAUX
z_bas_z_haut		25/05/2021	11:12:02,547	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:4	Pince en position glissière intermédiaire sur l'axe X.	25/05/2021	11:12:02,668	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:7	butée de la glissière intermédiaire sortie	25/05/2021	11:12:02,668	FAUX
S7:[CPU_IMPORT_EXPORT]IB2:1	Stoppeur intermédiaire sortie	25/05/2021	11:12:02,668	FAUX
S7:[CPU_IMPORT_EXPORT]IB2:2	Stoppeur intermédiaire rentrée	25/05/2021	11:12:02,788	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:2	Mvt vers le convoyeur d'approvisionnement (axe X)	25/05/2021	11:12:02,788	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:5	Glissière intermédiaire pleine	25/05/2021	11:12:03,225	FAUX
S7:[CPU_IMPORT_EXPORT]IB2:6	Présence d'un 6packs sur la butée de la glissière intermédiaire	25/05/2021	11:12:03,349	VRAI
S7:[CPU_IMPORT_EXPORT]IB2:6	Présence d'un 6packs sur la butée de la glissière intermédiaire	25/05/2021	11:12:03,506	FAUX
S7:[CPU_IMPORT_EXPORT]IB0:2	Pince en position convoyeur d'approvisionnement sur l'axe X.	25/05/2021	11:12:03,812	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:2	Mvt vers le convoyeur d'approvisionnement (axe X)	25/05/2021	11:12:03,812	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:6		25/05/2021	11:12:03,812	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:7		25/05/2021	11:12:03,812	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:1	présence d'un 6packs au début du convoyeur d'approvisionnement	25/05/2021	11:12:05,229	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:1	Rotation du convoyeur d'approvisionnement	25/05/2021	11:12:05,229	VRAI
CONVIE_conv_fin		25/05/2021	11:12:05,229	VRAI
S7:[CPU_IMPORT_EXPORT]IB1:1	présence d'un 6packs au début du convoyeur d'approvisionnement	25/05/2021	11:12:05,721	FAUX
S7:[CPU_IMPORT_EXPORT]IB1:2	présence d'un 6packs à la fin du convyeur d'approvisionnement	25/05/2021	11:12:08,127	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:6	Descendre la pince (axe Z)	25/05/2021	11:12:08,127	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:12:08,127	VRAI
S7:[CPU_IMPORT_EXPORT]QB1:1	Rotation du convoyeur d'approvisionnement	25/05/2021	11:12:08,127	FAUX
CONVIE_conv_fin		25/05/2021	11:12:08,127	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:12:08,249	VRAI
S7:[CPU_IMPORT_EXPORT]QB0:7	Monter la pince (axe Z)	25/05/2021	11:12:08,373	FAUX
S7:[CPU_IMPORT_EXPORT]QB1:0	Déverrouiller le frein vertical (axe Z)	25/05/2021	11:12:08,496	FAUX
